otu	accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
AB537169.1.1458	AB537169	47846	Brachybacterium conglomeratum	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Dermabacteraceae➤Brachybacterium➤Brachybacterium conglomeratum
AB538436.1.1502	AB538436	1656	Actinomyces viscosus	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Actinomycetales➤Actinomycetaceae➤Actinomyces➤Actinomyces viscosus
AB540984.1.1529	AB540984	1525	Moorella thermoacetica	Moorella	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Thermoanaerobacterales➤Thermoanaerobacteraceae➤Moorella➤Moorella thermoacetica
AB540986.1.1474	AB540986	1383	Lancefieldella rimae	Lancefieldella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Coriobacteriia➤Coriobacteriales➤Atopobiaceae➤Lancefieldella➤Lancefieldella rimae
AB547649.1.1485	AB547649	28118	Odoribacter splanchnicus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Odoribacteraceae➤Odoribacter➤Odoribacter splanchnicus
AB547652.1.1488	AB547652	454155	Paraprevotella xylaniphila	Paraprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Prevotellaceae➤Paraprevotella➤Paraprevotella xylaniphila
AB558169.1.1473	AB558169	157692	Pseudoleptotrichia goodfellowii	Pseudoleptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Bacteria➤Fusobacteria➤Fusobacteriia➤Fusobacteriales➤Leptotrichiaceae➤Pseudoleptotrichia➤Pseudoleptotrichia goodfellowii
AB586075.1.2152	AB586075	882744	Spizellomyces sp. NBRC 105423	Spizellomyces	Spizellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Eukaryota	Eukaryota➤Chytridiomycota➤Chytridiomycetes➤Spizellomycetales➤Spizellomycetaceae➤Spizellomyces➤Spizellomyces sp. NBRC 105423
AB595128.1.1488	AB595128	1547	Erysipelatoclostridium ramosum	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Erysipelotrichia➤Erysipelotrichales➤Erysipelotrichaceae➤Erysipelatoclostridium➤Erysipelatoclostridium ramosum
AB601002.1.1478	AB601002	762983	Succinatimonas hippei	Succinatimonas	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Aeromonadales➤Succinivibrionaceae➤Succinatimonas➤Succinatimonas hippei
AB626633.1.1528	AB626633	309120	Dialister micraerophilus	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Negativicutes➤Veillonellales➤Veillonellaceae➤Dialister➤Dialister micraerophilus
AB637319.1.1480	AB637319	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
AB663384.1.1472	AB663384	469382	Halogeometricum borinquense	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Haloferacales➤Haloferacaceae➤Halogeometricum➤Halogeometricum borinquense
AB663392.1.1473	AB663392	485914	Halomicrobium mukohataei	Halomicrobium	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Halobacteriales➤Haloarculaceae➤Halomicrobium➤Halomicrobium mukohataei
AB663400.1.1472	AB663400	146826	Halorhabdus utahensis	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Halobacteriales➤Haloarculaceae➤Halorhabdus➤Halorhabdus utahensis
AB663432.1.1467	AB663432	348780	Natronomonas pharaonis	Natronomonas	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Halobacteriales➤Haloarculaceae➤Natronomonas➤Natronomonas pharaonis
AB663457.1.1472	AB663457	123783	Natrialba hulunbeirensis	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Natrialbales➤Natrialbaceae➤Natrialba➤Natrialba hulunbeirensis
AB663467.1.1472	AB663467	44930	Natronobacterium gregoryi	Natronobacterium	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Natrialbales➤Natrialbaceae➤Natronobacterium➤Natronobacterium gregoryi
AB671761.1.1477	AB671761	1018	Rhodospirillum rubrum	Rhodospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rhodospirillales➤Rhodospirillaceae➤Rhodospirillum➤Rhodospirillum rubrum
AB681109.1.1408	AB681109	187304	Roseibium aggregatum	Roseibium	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Stappiaceae➤Roseibium➤Roseibium aggregatum
AB681768.1.1465	AB681768	33074	Zymobacter palmae	Zymobacter	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Oceanospirillales➤Halomonadaceae➤Zymobacter➤Zymobacter palmae
AB681806.1.1456	AB681806	364039	Azohydromonas australica	Azohydromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Azohydromonas➤Azohydromonas australica
AB729070.1.1482	AB729070	33012	Propionimicrobium lymphophilum	Propionimicrobium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Propionibacteriales➤Propionibacteriaceae➤Propionimicrobium➤Propionimicrobium lymphophilum
AB769482.1.1491	AB769482	301092	Marinococcus halotolerans	Marinococcus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Bacillaceae➤Marinococcus➤Marinococcus halotolerans
AB771431.1.1473	AB771431	693851	Halogranum salarium	Halogranum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Haloferacales➤Haloferacaceae➤Halogranum➤Halogranum salarium
AB802715.1.1398	AB802715	115547	uncultured archaeon	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Unclassified Archaea	Archaea	Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤Unclassified Archaea➤uncultured archaeon
AB847982.1.1393	AB847982	1285375	Candidatus Atelocyanobacterium thalassa	Candidatus Atelocyanobacterium	Aphanothecaceae	Chroococcales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Chroococcales➤Aphanothecaceae➤Candidatus Atelocyanobacterium➤Candidatus Atelocyanobacterium thalassa
AB910748.1.1433	AB910748	97477	Acetomicrobium mobile	Acetomicrobium	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Bacteria➤Synergistetes➤Synergistia➤Synergistales➤Synergistaceae➤Acetomicrobium➤Acetomicrobium mobile
AB974082.1.1445	AB974082	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
AB974087.1.1435	AB974087	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
ABAV01023297.1433.3227	ABAV01023297	45351	Nematostella vectensis	Nematostella	Edwardsiidae	Actiniaria	Anthozoa	Cnidaria	Eukaryota	Eukaryota➤Cnidaria➤Anthozoa➤Actiniaria➤Edwardsiidae➤Nematostella➤Nematostella vectensis
ABBB01000249.31423.33216	ABBB01000249	454284	Coccidioides posadasii	Coccidioides	Onygenaceae	Onygenales	Eurotiomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Eurotiomycetes➤Onygenales➤Onygenaceae➤Coccidioides➤Coccidioides posadasii
ABCJ01000005.352.1864	ABCJ01000005	391592	Caminibacter mediatlanticus	Caminibacter	Nautiliaceae	Nautiliales	Epsilonproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Epsilonproteobacteria➤Nautiliales➤Nautiliaceae➤Caminibacter➤Caminibacter mediatlanticus
ABCK01000003.100786.102281	ABCK01000003	313628	Lentisphaera araneosa	Lentisphaera	Lentisphaeraceae	Lentisphaerales	Lentisphaeria	Lentisphaerae	Bacteria	Bacteria➤Lentisphaerae➤Lentisphaeria➤Lentisphaerales➤Lentisphaeraceae➤Lentisphaera➤Lentisphaera araneosa
ABCS01000069.4919.6444	ABCS01000069	391625	Plesiocystis pacifica	Plesiocystis	Nannocystaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Myxococcales➤Nannocystaceae➤Plesiocystis➤Plesiocystis pacifica
ABEA03000104.32049.33587	ABEA03000104	278957	Geminisphaera colitermitum	Geminisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Opitutales➤Opitutaceae➤Geminisphaera➤Geminisphaera colitermitum
ABEZ02000021.84162.85652	ABEZ02000021	445973	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Peptostreptococcaceae➤Intestinibacter➤Intestinibacter bartlettii
ABGD02000031.941.2453	ABGD02000031	445972	Anaerotruncus colihominis	Anaerotruncus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Oscillospiraceae➤Anaerotruncus➤Anaerotruncus colihominis
ABIL02000005.2980.4486	ABIL02000005	445971	Anaerofustis stercorihominis	Anaerofustis	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Eubacteriaceae➤Anaerofustis➤Anaerofustis stercorihominis
ABIZ01000001.5019483.5021021	ABIZ01000001	240016	Verrucomicrobium spinosum	Verrucomicrobium	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Verrucomicrobiae➤Verrucomicrobiales➤Verrucomicrobiaceae➤Verrucomicrobium➤Verrucomicrobium spinosum
ABOX02000035.71375.72936	ABOX02000035	320771	Pedosphaera parvula	Pedosphaera	Verrucomicrobia subdivision 3	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Verrucomicrobiae➤Verrucomicrobiales➤Verrucomicrobia subdivision 3➤Pedosphaera➤Pedosphaera parvula
ABRE01017991.4108.5932	ABRE01017991	554373	Moniliophthora perniciosa	Moniliophthora	Marasmiaceae	Agaricales	Agaricomycetes	Basidiomycota	Eukaryota	Eukaryota➤Basidiomycota➤Agaricomycetes➤Agaricales➤Marasmiaceae➤Moniliophthora➤Moniliophthora perniciosa
ABRK01002815.6135.7917	ABRK01002815	544712	Histoplasma capsulatum	Histoplasma	Ajellomycetaceae	Onygenales	Eurotiomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Eurotiomycetes➤Onygenales➤Ajellomycetaceae➤Histoplasma➤Histoplasma capsulatum
ABRS01000062.60746.62213	ABRS01000062	118168	Coleofasciculus chthonoplastes	Coleofasciculus	Coleofasciculaceae	Oscillatoriales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Oscillatoriales➤Coleofasciculaceae➤Coleofasciculus➤Coleofasciculus chthonoplastes
ABTR02000001.780170.781679	ABTR02000001	469381	Dethiosulfovibrio peptidovorans	Dethiosulfovibrio	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Bacteria➤Synergistetes➤Synergistia➤Synergistales➤Synergistaceae➤Dethiosulfovibrio➤Dethiosulfovibrio peptidovorans
ABVF01000122.4504.6293	ABVF01000122	554155	Microsporum canis	Microsporum	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Eurotiomycetes➤Onygenales➤Arthrodermataceae➤Microsporum➤Microsporum canis
ABWK02000005.70.1618	ABWK02000005	500635	Mitsuokella multacida	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Negativicutes➤Selenomonadales➤Selenomonadaceae➤Mitsuokella➤Mitsuokella multacida
ABXC03002691.100887.102690	ABXC03002691	4558	Sorghum bicolor	Sorghum	Poaceae	Poales	Magnoliopsida	Streptophyta	Eukaryota	Eukaryota➤Streptophyta➤Magnoliopsida➤Poales➤Poaceae➤Sorghum➤Sorghum bicolor
ABXJ01000150.1579.3071	ABXJ01000150	445975	Collinsella stercoris	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Coriobacteriia➤Coriobacteriales➤Coriobacteriaceae➤Collinsella➤Collinsella stercoris
ABYT01000002.2079.3606	ABYT01000002	518637	Holdemanella biformis	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Erysipelotrichia➤Erysipelotrichales➤Erysipelotrichaceae➤Holdemanella➤Holdemanella biformis
AC158206.7522.9332	AC158206	3218	Physcomitrium patens	Physcomitrium	Funariaceae	Funariales	Bryopsida	Streptophyta	Eukaryota	Eukaryota➤Streptophyta➤Bryopsida➤Funariales➤Funariaceae➤Physcomitrium➤Physcomitrium patens
AC213764.121050.122926	AC213764	4577	Zea mays	Zea	Poaceae	Poales	Magnoliopsida	Streptophyta	Eukaryota	Eukaryota➤Streptophyta➤Magnoliopsida➤Poales➤Poaceae➤Zea➤Zea mays
ACCK01000460.1.1313	ACCK01000460	451640	Catenibacterium mitsuokai	Catenibacterium	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Erysipelotrichia➤Erysipelotrichales➤Coprobacillaceae➤Catenibacterium➤Catenibacterium mitsuokai
ACCL02000018.824.2342	ACCL02000018	478749	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Lachnospiraceae➤Marvinbryantia➤Marvinbryantia formatexigens
ACCY01000005.46364.47877	ACCY01000005	565045	Luminiphilus syltensis	Luminiphilus	Halieaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Cellvibrionales➤Halieaceae➤Luminiphilus➤Luminiphilus syltensis
ACIJ02000018.407302.408819	ACIJ02000018	626522	Alloprevotella tannerae	Alloprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Prevotellaceae➤Alloprevotella➤Alloprevotella tannerae
ACJH01008033.984.2764	ACJH01008033	3068	Volvox carteri	Volvox	Volvocaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	Eukaryota	Eukaryota➤Chlorophyta➤Chlorophyceae➤Chlamydomonadales➤Volvocaceae➤Volvox➤Volvox carteri
ACJN02000001.56313.57862	ACJN02000001	555779	Desulfonatronospira thiodismutans	Desulfonatronospira	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfovibrionales➤Desulfohalobiaceae➤Desulfonatronospira➤Desulfonatronospira thiodismutans
ACZL01000055.405.1921	ACZL01000055	679200	Johnsonella ignava	Johnsonella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Lachnospiraceae➤Johnsonella➤Johnsonella ignava
ADAR01000191.5270.7050	ADAR01000191	684364	Batrachochytrium dendrobatidis	Batrachochytrium	Unclassified Rhizophydiales	Rhizophydiales	Chytridiomycetes	Chytridiomycota	Eukaryota	Eukaryota➤Chytridiomycota➤Chytridiomycetes➤Rhizophydiales➤Unclassified Rhizophydiales➤Batrachochytrium➤Batrachochytrium dendrobatidis
ADFR01000011.3460.4852	ADFR01000011	679192	Bulleidia extructa	Bulleidia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Erysipelotrichia➤Erysipelotrichales➤Erysipelotrichaceae➤Bulleidia➤Bulleidia extructa
ADGC01001322.8721.10240	ADGC01001322	703336	wallaby gut metagenome	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified➤Unclassified➤Unclassified➤Unclassified➤Unclassified➤Unclassified➤wallaby gut metagenome
ADKI01001867.5974.7442	ADKI01001867	433727	hot springs metagenome	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified➤Unclassified➤Unclassified➤Unclassified➤Unclassified➤Unclassified➤hot springs metagenome
ADLV01000001.353.1867	ADLV01000001	742766	Dysgonomonas gadei	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Dysgonomonadaceae➤Dysgonomonas➤Dysgonomonas gadei
ADVD01001051.10315.12134	ADVD01001051	461836	Thecamonas trahens	Thecamonas	Apusomonadidae	Apusomonadida	Unclassified Eukaryota	Unclassified Eukaryota	Eukaryota	Eukaryota➤Unclassified Eukaryota➤Unclassified Eukaryota➤Apusomonadida➤Apusomonadidae➤Thecamonas➤Thecamonas trahens
ADVG01000004.1029211.1030676	ADVG01000004	485913	Ktedonobacter racemifer	Ktedonobacter	Ktedonobacteraceae	Ktedonobacterales	Ktedonobacteria	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Ktedonobacteria➤Ktedonobacterales➤Ktedonobacteraceae➤Ktedonobacter➤Ktedonobacter racemifer
ADVJ01006144.15423.17227	ADVJ01006144	763924	Phytophthora capsici	Phytophthora	Peronosporaceae	Peronosporales	Unclassified Oomycota	Oomycota	Eukaryota	Eukaryota➤Oomycota➤Unclassified Oomycota➤Peronosporales➤Peronosporaceae➤Phytophthora➤Phytophthora capsici
AE000657.1192069.1193655	AE000657	224324	Aquifex aeolicus	Aquifex	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	Bacteria➤Aquificae➤Aquificae➤Aquificales➤Aquificaceae➤Aquifex➤Aquifex aeolicus
AE000666.1718787.1720265	AE000666	187420	Methanothermobacter thermautotrophicus	Methanothermobacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanobacteria➤Methanobacteriales➤Methanobacteriaceae➤Methanothermobacter➤Methanothermobacter thermautotrophicus
AE001437.163474.164983	AE001437	272562	Clostridium acetobutylicum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Clostridiaceae➤Clostridium➤Clostridium acetobutylicum
AE008691.1488415.1490034	AE008691	273068	Caldanaerobacter subterraneus	Caldanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Thermoanaerobacterales➤Thermoanaerobacteraceae➤Caldanaerobacter➤Caldanaerobacter subterraneus
AE009439.516778.518289	AE009439	190192	Methanopyrus kandleri	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanopyri➤Methanopyrales➤Methanopyraceae➤Methanopyrus➤Methanopyrus kandleri
AE009950.136930.138426	AE009950	186497	Pyrococcus furiosus	Pyrococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Thermococci➤Thermococcales➤Thermococcaceae➤Pyrococcus➤Pyrococcus furiosus
AE016827.1721185.1722725	AE016827	221988	[Mannheimia] succiniciproducens	Basfia	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Pasteurellales➤Pasteurellaceae➤Basfia➤[Mannheimia] succiniciproducens
AE017261.470727.472195	AE017261	263820	Picrophilus torridus	Picrophilus	Picrophilaceae	Thermoplasmatales	Thermoplasmata	Candidatus Thermoplasmatota	Archaea	Archaea➤Candidatus Thermoplasmatota➤Thermoplasmata➤Thermoplasmatales➤Picrophilaceae➤Picrophilus➤Picrophilus torridus
AE017263.191851.193375	AE017263	265311	Mesoplasma florum	Mesoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	Bacteria➤Tenericutes➤Mollicutes➤Entomoplasmatales➤Entomoplasmataceae➤Mesoplasma➤Mesoplasma florum
