accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
AB547649	28118	Odoribacter splanchnicus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Odoribacteraceae➤Odoribacter➤Odoribacter splanchnicus
CP002345	694427	Paludibacter propionicigenes	Paludibacter	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Paludibacteraceae➤Paludibacter➤Paludibacter propionicigenes
AP012203	1030843	Porphyromonas gingivalis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Porphyromonadaceae➤Porphyromonas➤Porphyromonas gingivalis
ACIJ02000018	626522	Alloprevotella tannerae	Alloprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Prevotellaceae➤Alloprevotella➤Alloprevotella tannerae
AB547652	454155	Paraprevotella xylaniphila	Paraprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Prevotellaceae➤Paraprevotella➤Paraprevotella xylaniphila
CP003368	908937	Prevotella dentalis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Prevotellaceae➤Prevotella➤Prevotella dentalis
CP003274	679935	Alistipes finegoldii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Rikenellaceae➤Alistipes➤Alistipes finegoldii
ATXW01000002	880526	Rikenella microfusus	Rikenella	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Rikenellaceae➤Rikenella➤Rikenella microfusus
CP013291	747	Parabacteroides distasonis	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Tannerellaceae➤Parabacteroides➤Parabacteroides distasonis
AP013044	1307832	Tannerella forsythia	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Tannerellaceae➤Tannerella➤Tannerella forsythia
AP010656	511995	Candidatus Azobacteroides pseudotrichonymphae	Candidatus Azobacteroides	Unclassified Bacteroidales	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Unclassified Bacteroidales➤Candidatus Azobacteroides➤Candidatus Azobacteroides pseudotrichonymphae
FR839023	286730	Alkaliflexus imshenetskii	Alkaliflexus	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Marinilabiliales➤Marinilabiliaceae➤Alkaliflexus➤Alkaliflexus imshenetskii
AEWI01000135	886379	Anaerophaga thermohalophila	Anaerophaga	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Marinilabiliales➤Marinilabiliaceae➤Anaerophaga➤Anaerophaga thermohalophila
AJKI01000048	1168289	Marinilabilia salmonicolor	Marinilabilia	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Marinilabiliales➤Marinilabiliaceae➤Marinilabilia➤Marinilabilia salmonicolor
CP015172	979	Saccharicrinis fermentans	Saccharicrinis	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Marinilabiliales➤Marinilabiliaceae➤Saccharicrinis➤Saccharicrinis fermentans
CP007451	1168034	Draconibacterium orientale	Draconibacterium	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Marinilabiliales➤Prolixibacteraceae➤Draconibacterium➤Draconibacterium orientale
CP001699	485918	Chitinophaga pinensis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Chitinophagia➤Chitinophagales➤Chitinophagaceae➤Chitinophaga➤Chitinophaga pinensis
CP007035	929713	Niabella soli	Niabella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Chitinophagia➤Chitinophagales➤Chitinophagaceae➤Niabella➤Niabella soli
CP003178	700598	Niastella koreensis	Niastella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Chitinophagia➤Chitinophagales➤Chitinophagaceae➤Niastella➤Niastella koreensis
ARFB01000021	1123248	Segetibacter koreensis	Segetibacter	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Chitinophagia➤Chitinophagales➤Chitinophagaceae➤Segetibacter➤Segetibacter koreensis
AM230484	1123356	Terrimonas ferruginea	Terrimonas	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Chitinophagia➤Chitinophagales➤Chitinophagaceae➤Terrimonas➤Terrimonas ferruginea
CP001102	452471	Candidatus Amoebophilus asiaticus	Candidatus Amoebophilus	Amoebophilaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Amoebophilaceae➤Candidatus Amoebophilus➤Candidatus Amoebophilus asiaticus
CP003345	880071	Bernardetia litoralis	Bernardetia	Bernardetiaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Bernardetiaceae➤Bernardetia➤Bernardetia litoralis
FN396961	1279009	Cesiribacter andamanensis	Cesiribacter	Cesiribacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cesiribacteraceae➤Cesiribacter➤Cesiribacter andamanensis
ANNU01000014	1124780	Nafulsella turpanensis	Nafulsella	Cesiribacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cesiribacteraceae➤Nafulsella➤Nafulsella turpanensis
AAXU02000001	388413	Algoriphagus machipongonensis	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Algoriphagus➤Algoriphagus machipongonensis
LT838813	758820	Aquiflexum balticum	Aquiflexum	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Aquiflexum➤Aquiflexum balticum
CP003281	866536	Belliella baltica	Belliella	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Belliella➤Belliella baltica
AMGM01000182	1225176	Cecembia lonarensis	Cecembia	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Cecembia➤Cecembia lonarensis
CP002955	880070	Cyclobacterium marinum	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Cyclobacterium➤Cyclobacterium marinum
CP003346	926556	Echinicola vietnamensis	Echinicola	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Echinicola➤Echinicola vietnamensis
FM883672	1189612	Indibacter alkaliphilus	Indibacter	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Indibacter➤Indibacter alkaliphilus
AJYA01000021	1189621	Nitritalea halalkaliphila	Nitritalea	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Nitritalea➤Nitritalea halalkaliphila
JMIH01000044	1048983	Anditalea andensis	Anditalea	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cytophagaceae➤Anditalea➤Anditalea andensis
AB517712	982	Cytophaga hutchinsonii	Cytophaga	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cytophagaceae➤Cytophaga➤Cytophaga hutchinsonii
ARPG01000002	1089547	Rudanella lutea	Rudanella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cytophagaceae➤Rudanella➤Rudanella lutea
CP001769	504472	Spirosoma linguale	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cytophagaceae➤Spirosoma➤Spirosoma linguale
AJ310654	153721	Sporocytophaga myxococcoides	Sporocytophaga	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cytophagaceae➤Sporocytophaga➤Sporocytophaga myxococcoides
AB288293	70993	Flexithrix dorotheae	Flexithrix	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Flammeovirgaceae➤Flexithrix➤Flexithrix dorotheae
M58791	70993	Flexithrix dorotheae	Flexithrix	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Flammeovirgaceae➤Flexithrix➤Flexithrix dorotheae
AJ626894	299567	Adhaeribacter aquaticus	Adhaeribacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Hymenobacteraceae➤Adhaeribacter➤Adhaeribacter aquaticus
CP006587	1356852	Hymenobacter sp. APR13	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Hymenobacteraceae➤Hymenobacter➤Hymenobacter sp. APR13
ARDO01000013	1122967	Pontibacter roseus	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Hymenobacteraceae➤Pontibacter➤Pontibacter roseus
CP002349	643867	Marivirga tractuosa	Marivirga	Marivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Marivirgaceae➤Marivirga➤Marivirga tractuosa
AAWS01000012	313606	Microscilla marina	Microscilla	Microscillaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Microscillaceae➤Microscilla➤Microscilla marina
KC005305	1267423	Roseivirga pacifica	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Roseivirgaceae➤Roseivirga➤Roseivirga pacifica
CP001619	471854	Dyadobacter fermentans	Dyadobacter	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Dyadobacter➤Dyadobacter fermentans
CP002961	929562	Emticicia oligotrophica	Emticicia	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Emticicia➤Emticicia oligotrophica
HE796683	1166018	Fibrella aestuarina	Fibrella	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Fibrella➤Fibrella aestuarina
CAIT01000009	1185876	Fibrisoma limi	Fibrisoma	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Fibrisoma➤Fibrisoma limi
ATXY01000007	929703	Flectobacillus major	Flectobacillus	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Flectobacillus➤Flectobacillus major
CP002305	649349	Leadbetterella byssophila	Leadbetterella	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Leadbetterella➤Leadbetterella byssophila
CP002859	761193	Runella slithyformis	Runella	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Runella➤Runella slithyformis
FN666240	55505	Thermonema rossianum	Thermonema	Thermonemataceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Thermonemataceae➤Thermonema➤Thermonema rossianum
CP003535	1186051	Blattabacterium sp. (Blaberus giganteus)	Blattabacterium	Blattabacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Blattabacteriaceae➤Blattabacterium➤Blattabacterium sp. (Blaberus giganteus)
CP002542	755732	Fluviicola taffensis	Fluviicola	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Crocinitomicaceae➤Fluviicola➤Fluviicola taffensis
CP003280	746697	Aequorivita sublithincola	Aequorivita	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Aequorivita➤Aequorivita sublithincola
HQ908675	584605	Aquimarina litoralis	Aquimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Aquimarina➤Aquimarina litoralis
KC476292	1296416	Aquimarina megaterium	Aquimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Aquimarina➤Aquimarina megaterium
AY271622	228955	Arenibacter certesii	Arenibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Arenibacter➤Arenibacter certesii
JQ807811	1178825	Arenitalea lutea	Arenitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Arenitalea➤Arenitalea lutea
EU021217	1046627	Bizionia argentinensis	Bizionia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Bizionia➤Bizionia argentinensis
AB517710	985	Capnocytophaga ochracea	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Capnocytophaga➤Capnocytophaga ochracea
CP013136	964	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Cellulophaga➤Cellulophaga lytica
CP002046	216432	Croceibacter atlanticus	Croceibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Croceibacter➤Croceibacter atlanticus
CP002528	983548	Dokdonia sp. 4H-3-7-5	Dokdonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Dokdonia➤Dokdonia sp. 4H-3-7-5
AM398681	402612	Flavobacterium psychrophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Flavobacterium➤Flavobacterium psychrophilum
HG315671	1347342	Formosa agariphila	Formosa	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Formosa➤Formosa agariphila
AY883937	311208	Gaetbulibacter saemankumensis	Gaetbulibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Gaetbulibacter➤Gaetbulibacter saemankumensis
EU928746	555500	Galbibacter marinus	Galbibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Galbibacter➤Galbibacter marinus
AJ344134	169050	Gelidibacter mesophilus	Gelidibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Gelidibacter➤Gelidibacter mesophilus
KC160729	1277067	Gillisia sp. SS10.36	Gillisia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Gillisia➤Gillisia sp. SS10.36
CU207366	411154	Gramella forsetii	Gramella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Gramella➤Gramella forsetii
AJJU01000016	946077	Imtechella halotolerans	Imtechella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Imtechella➤Imtechella halotolerans
AJUG01000002	926559	Joostella marina	Joostella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Joostella➤Joostella marina
AY195836	391587	Kordia algicida	Kordia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Kordia➤Kordia algicida
CP002825	983544	Lacinutrix sp. 5H-3-7-4	Lacinutrix	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Lacinutrix➤Lacinutrix sp. 5H-3-7-4
AANC01000011	398720	Leeuwenhoekiella blandensis	Leeuwenhoekiella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Leeuwenhoekiella➤Leeuwenhoekiella blandensis
CP002157	313603	Maribacter sp. HTCC2170	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Maribacter➤Maribacter sp. HTCC2170
KJ816860	1520893	Mesoflavibacter zeaxanthinifaciens	Mesoflavibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Mesoflavibacter➤Mesoflavibacter zeaxanthinifaciens
DQ367409	1122226	Mesonia mobilis	Mesonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Mesonia➤Mesonia mobilis
CP002999	886377	Muricauda ruestringensis	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Muricauda➤Muricauda ruestringensis
AGZL01000034	883151	Myroides odoratimimus	Myroides	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Myroides➤Myroides odoratimimus
CP001397	592029	Nonlabens dokdonensis	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Nonlabens➤Nonlabens dokdonensis
EF660466	1353276	Olleya marilimosa	Olleya	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Olleya➤Olleya marilimosa
